geo_unit,geo_id,geo_name,age_group,smi_bracket,subsidy,unserved_estimate,private_pay_estimate,served_est,percent
School District,5300510.0,Bickleton School District,School Age,<=60% of SMI,0.0,33,0,0.0,0.0
School District,5300510.0,Bickleton School District,School Age,>60% and <=75% of SMI,0.0,6,0,0.0,0.0
School District,5300510.0,Bickleton School District,School Age,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300510.0,Bickleton School District,School Age,>85% of SMI,0.0,9,0,0.0,0.0
School District,5300510.0,Bickleton School District,Toddler,<=60% of SMI,0.0,8,0,0.0,0.0
School District,5300510.0,Bickleton School District,Toddler,>60% and <=75% of SMI,0.0,1,0,0.0,0.0
School District,5300570.0,Blaine School District,Infant,<=60% of SMI,0.0,89,0,0.0,0.0
School District,5300570.0,Blaine School District,Infant,>60% and <=75% of SMI,0.0,29,0,0.0,0.0
School District,5300570.0,Blaine School District,Infant,>75% and <=85% of SMI,0.0,10,0,0.0,0.0
School District,5300570.0,Blaine School District,Infant,>85% of SMI,0.0,51,3,3.0,0.0
School District,5300570.0,Blaine School District,Preschool,<=60% of SMI,23.0,154,0,23.0,0.129943502824858
School District,5300570.0,Blaine School District,Preschool,>60% and <=75% of SMI,0.0,73,0,0.0,0.0
School District,5300570.0,Blaine School District,Preschool,>75% and <=85% of SMI,0.0,14,3,3.0,0.0
School District,5300570.0,Blaine School District,Preschool,>85% of SMI,0.0,87,40,40.0,0.0
School District,5300570.0,Blaine School District,School Age,<=60% of SMI,13.0,760,0,13.0,0.016817593790427
School District,5300570.0,Blaine School District,School Age,>60% and <=75% of SMI,0.0,121,0,0.0,0.0
School District,5300570.0,Blaine School District,School Age,>75% and <=85% of SMI,0.0,97,2,2.0,0.0
School District,5300570.0,Blaine School District,School Age,>85% of SMI,0.0,577,19,19.0,0.0
School District,5300570.0,Blaine School District,Toddler,<=60% of SMI,11.0,171,0,11.0,0.06043956043956
School District,5300570.0,Blaine School District,Toddler,>60% and <=75% of SMI,0.0,57,0,0.0,0.0
School District,5300570.0,Blaine School District,Toddler,>75% and <=85% of SMI,0.0,13,5,5.0,0.0
School District,5300570.0,Blaine School District,Toddler,>85% of SMI,0.0,88,23,23.0,0.0
School District,5300630.0,Boistfort School District,Infant,<=60% of SMI,0.0,4,0,0.0,0.0
School District,5300630.0,Boistfort School District,Infant,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300630.0,Boistfort School District,Infant,>85% of SMI,0.0,4,0,0.0,0.0
School District,5300630.0,Boistfort School District,Preschool,<=60% of SMI,0.0,8,0,0.0,0.0
School District,5300630.0,Boistfort School District,Preschool,>60% and <=75% of SMI,0.0,3,0,0.0,0.0
School District,5300630.0,Boistfort School District,Preschool,>75% and <=85% of SMI,0.0,4,0,0.0,0.0
School District,5300630.0,Boistfort School District,Preschool,>85% of SMI,0.0,8,2,0.0,0.0
School District,5300630.0,Boistfort School District,School Age,<=60% of SMI,0.0,41,0,0.0,0.0
School District,5300630.0,Boistfort School District,School Age,>60% and <=75% of SMI,0.0,13,0,0.0,0.0
School District,5300630.0,Boistfort School District,School Age,>75% and <=85% of SMI,0.0,6,0,0.0,0.0
School District,5300630.0,Boistfort School District,School Age,>85% of SMI,0.0,32,1,1.0,0.0
School District,5300630.0,Boistfort School District,Toddler,<=60% of SMI,0.0,7,0,0.0,0.0
School District,5300630.0,Boistfort School District,Toddler,>60% and <=75% of SMI,0.0,2,0,0.0,0.0
School District,5300630.0,Boistfort School District,Toddler,>75% and <=85% of SMI,0.0,5,0,0.0,0.0
School District,5300630.0,Boistfort School District,Toddler,>85% of SMI,0.0,6,0,0.0,0.0
School District,5300660.0,Bremerton School District,Infant,<=60% of SMI,16.0,285,0,16.0,0.053156146179402
School District,5300660.0,Bremerton School District,Infant,>60% and <=75% of SMI,0.0,67,0,0.0,0.0
School District,5300660.0,Bremerton School District,Infant,>75% and <=85% of SMI,0.0,35,3,3.0,0.0
School District,5300660.0,Bremerton School District,Infant,>85% of SMI,0.0,129,18,18.0,0.0
School District,5300660.0,Bremerton School District,Preschool,<=60% of SMI,178.0,511,0,178.0,0.258345428156748
School District,5300660.0,Bremerton School District,Preschool,>60% and <=75% of SMI,0.0,150,0,0.0,0.0
School District,5300660.0,Bremerton School District,Preschool,>75% and <=85% of SMI,0.0,59,16,0.0,0.0
School District,5300660.0,Bremerton School District,Preschool,>85% of SMI,0.0,234,65,0.0,0.0
School District,5300660.0,Bremerton School District,School Age,<=60% of SMI,58.0,1717,0,58.0,0.032676056338028
School District,5300660.0,Bremerton School District,School Age,>60% and <=75% of SMI,0.0,423,0,0.0,0.0
School District,5300660.0,Bremerton School District,School Age,>75% and <=85% of SMI,0.0,168,49,0.0,0.0
School District,5300660.0,Bremerton School District,School Age,>85% of SMI,0.0,620,205,205.0,0.0
School District,5300660.0,Bremerton School District,Toddler,<=60% of SMI,75.0,552,0,75.0,0.119617224880382
School District,5300660.0,Bremerton School District,Toddler,>60% and <=75% of SMI,0.0,131,0,0.0,0.0
School District,5300660.0,Bremerton School District,Toddler,>75% and <=85% of SMI,0.0,64,11,11.0,0.0
School District,5300660.0,Bremerton School District,Toddler,>85% of SMI,0.0,226,64,64.0,0.0
School District,5300690.0,Brewster School District,Infant,<=60% of SMI,0.0,63,0,0.0,0.0
School District,5300690.0,Brewster School District,Infant,>60% and <=75% of SMI,0.0,3,0,0.0,0.0
School District,5300690.0,Brewster School District,Infant,>75% and <=85% of SMI,0.0,0,2,2.0,0.0
School District,5300690.0,Brewster School District,Infant,>85% of SMI,0.0,1,1,1.0,0.0
School District,5300690.0,Brewster School District,Preschool,<=60% of SMI,45.0,87,0,45.0,0.34090909090909
School District,5300690.0,Brewster School District,Preschool,>60% and <=75% of SMI,0.0,10,0,0.0,0.0
School District,5300690.0,Brewster School District,Preschool,>85% of SMI,0.0,0,6,6.0,0.0
School District,5300690.0,Brewster School District,School Age,<=60% of SMI,28.0,451,0,28.0,0.058455114822547
School District,5300690.0,Brewster School District,School Age,>60% and <=75% of SMI,0.0,82,0,0.0,0.0
School District,5300690.0,Brewster School District,School Age,>75% and <=85% of SMI,0.0,8,2,0.0,0.0
School District,5300690.0,Brewster School District,School Age,>85% of SMI,0.0,35,36,36.0,0.0
School District,5300690.0,Brewster School District,Toddler,<=60% of SMI,16.0,114,0,16.0,0.123076923076923
School District,5300690.0,Brewster School District,Toddler,>60% and <=75% of SMI,0.0,5,0,0.0,0.0
School District,5300690.0,Brewster School District,Toddler,>75% and <=85% of SMI,0.0,0,1,0.0,0.0
School District,5300690.0,Brewster School District,Toddler,>85% of SMI,0.0,0,5,5.0,0.0
School District,5300720.0,Bridgeport School District,Infant,<=60% of SMI,0.0,21,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Infant,>60% and <=75% of SMI,0.0,1,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Infant,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Infant,>85% of SMI,0.0,1,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Preschool,<=60% of SMI,59.0,22,0,59.0,0.728395061728395
School District,5300720.0,Bridgeport School District,Preschool,>60% and <=75% of SMI,0.0,4,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Preschool,>75% and <=85% of SMI,0.0,0,1,1.0,0.0
School District,5300720.0,Bridgeport School District,Preschool,>85% of SMI,0.0,0,2,2.0,0.0
School District,5300720.0,Bridgeport School District,School Age,<=60% of SMI,53.0,229,0,53.0,0.187943262411347
School District,5300720.0,Bridgeport School District,School Age,>60% and <=75% of SMI,0.0,32,0,0.0,0.0
School District,5300720.0,Bridgeport School District,School Age,>75% and <=85% of SMI,0.0,4,0,0.0,0.0
School District,5300720.0,Bridgeport School District,School Age,>85% of SMI,0.0,27,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Toddler,<=60% of SMI,28.0,36,0,28.0,0.4375
School District,5300720.0,Bridgeport School District,Toddler,>60% and <=75% of SMI,0.0,9,0,0.0,0.0
School District,5300720.0,Bridgeport School District,Toddler,>85% of SMI,0.0,1,1,1.0,0.0
School District,5300750.0,Brinnon School District,Infant,<=60% of SMI,0.0,13,0,0.0,0.0
School District,5300750.0,Brinnon School District,Infant,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300750.0,Brinnon School District,Infant,>85% of SMI,0.0,1,0,0.0,0.0
School District,5300750.0,Brinnon School District,Preschool,<=60% of SMI,0.0,22,0,0.0,0.0
School District,5300750.0,Brinnon School District,Preschool,>60% and <=75% of SMI,0.0,1,0,0.0,0.0
School District,5300750.0,Brinnon School District,Preschool,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300750.0,Brinnon School District,Preschool,>85% of SMI,0.0,2,0,0.0,0.0
School District,5300750.0,Brinnon School District,School Age,<=60% of SMI,0.0,80,0,0.0,0.0
School District,5300750.0,Brinnon School District,School Age,>60% and <=75% of SMI,0.0,19,0,0.0,0.0
School District,5300750.0,Brinnon School District,School Age,>75% and <=85% of SMI,0.0,16,0,0.0,0.0
School District,5300750.0,Brinnon School District,School Age,>85% of SMI,0.0,11,0,0.0,0.0
School District,5300750.0,Brinnon School District,Toddler,<=60% of SMI,0.0,26,0,0.0,0.0
School District,5300750.0,Brinnon School District,Toddler,>60% and <=75% of SMI,0.0,2,0,0.0,0.0
School District,5300750.0,Brinnon School District,Toddler,>85% of SMI,0.0,2,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,Infant,<=60% of SMI,0.0,84,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,Infant,>60% and <=75% of SMI,0.0,32,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,Infant,>75% and <=85% of SMI,0.0,7,2,2.0,0.0
School District,5300780.0,Burlington-Edison School District,Infant,>85% of SMI,0.0,58,7,7.0,0.0
School District,5300780.0,Burlington-Edison School District,Preschool,<=60% of SMI,93.0,110,0,93.0,0.458128078817734
School District,5300780.0,Burlington-Edison School District,Preschool,>60% and <=75% of SMI,0.0,55,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,Preschool,>75% and <=85% of SMI,0.0,12,10,10.0,0.0
School District,5300780.0,Burlington-Edison School District,Preschool,>85% of SMI,0.0,96,34,34.0,0.0
School District,5300780.0,Burlington-Edison School District,School Age,<=60% of SMI,43.0,1022,0,43.0,0.04037558685446
School District,5300780.0,Burlington-Edison School District,School Age,>60% and <=75% of SMI,0.0,296,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,School Age,>75% and <=85% of SMI,0.0,117,22,22.0,0.0
School District,5300780.0,Burlington-Edison School District,School Age,>85% of SMI,0.0,639,75,75.0,0.0
School District,5300780.0,Burlington-Edison School District,Toddler,<=60% of SMI,38.0,142,0,38.0,0.211111111111111
School District,5300780.0,Burlington-Edison School District,Toddler,>60% and <=75% of SMI,0.0,59,0,0.0,0.0
School District,5300780.0,Burlington-Edison School District,Toddler,>75% and <=85% of SMI,0.0,13,11,11.0,0.0
School District,5300780.0,Burlington-Edison School District,Toddler,>85% of SMI,0.0,92,38,38.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Infant,<=60% of SMI,0.0,46,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Infant,>60% and <=75% of SMI,0.0,8,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Infant,>75% and <=85% of SMI,0.0,0,1,1.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Infant,>85% of SMI,0.0,12,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Preschool,<=60% of SMI,34.0,82,0,34.0,0.293103448275862
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Preschool,>60% and <=75% of SMI,0.0,11,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Preschool,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Preschool,>85% of SMI,0.0,29,2,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,School Age,<=60% of SMI,10.0,445,0,10.0,0.021978021978022
School District,5300960.0,CASHMERE SCHOOL DISTRICT,School Age,>60% and <=75% of SMI,0.0,91,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,School Age,>75% and <=85% of SMI,0.0,25,5,5.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,School Age,>85% of SMI,0.0,205,33,33.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Toddler,<=60% of SMI,0.0,91,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Toddler,>60% and <=75% of SMI,0.0,18,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Toddler,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300960.0,CASHMERE SCHOOL DISTRICT,Toddler,>85% of SMI,0.0,26,2,2.0,0.0
School District,5300810.0,Camas School District,Infant,<=60% of SMI,0.0,59,0,0.0,0.0
School District,5300810.0,Camas School District,Infant,>60% and <=75% of SMI,0.0,34,0,0.0,0.0
School District,5300810.0,Camas School District,Infant,>75% and <=85% of SMI,0.0,18,1,1.0,0.0
School District,5300810.0,Camas School District,Infant,>85% of SMI,0.0,181,14,14.0,0.0
School District,5300810.0,Camas School District,Preschool,<=60% of SMI,27.0,102,0,27.0,0.209302325581395
School District,5300810.0,Camas School District,Preschool,>60% and <=75% of SMI,0.0,79,0,0.0,0.0
School District,5300810.0,Camas School District,Preschool,>75% and <=85% of SMI,0.0,34,6,6.0,0.0
School District,5300810.0,Camas School District,Preschool,>85% of SMI,0.0,356,58,58.0,0.0
School District,5300810.0,Camas School District,School Age,<=60% of SMI,14.0,729,0,14.0,0.018842530282638
School District,5300810.0,Camas School District,School Age,>60% and <=75% of SMI,0.0,347,0,0.0,0.0
School District,5300810.0,Camas School District,School Age,>75% and <=85% of SMI,0.0,202,1,1.0,0.0
School District,5300810.0,Camas School District,School Age,>85% of SMI,0.0,2445,31,31.0,0.0
School District,5300810.0,Camas School District,Toddler,<=60% of SMI,17.0,111,0,17.0,0.1328125
School District,5300810.0,Camas School District,Toddler,>60% and <=75% of SMI,0.0,69,0,0.0,0.0
School District,5300810.0,Camas School District,Toddler,>75% and <=85% of SMI,0.0,21,7,7.0,0.0
School District,5300810.0,Camas School District,Toddler,>85% of SMI,0.0,363,46,46.0,0.0
School District,5300840.0,Cape Flattery School District,Infant,<=60% of SMI,0.0,23,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Infant,>60% and <=75% of SMI,0.0,2,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Infant,>85% of SMI,0.0,8,4,4.0,0.0
School District,5300840.0,Cape Flattery School District,Preschool,<=60% of SMI,24.0,23,0,24.0,0.51063829787234
School District,5300840.0,Cape Flattery School District,Preschool,>60% and <=75% of SMI,0.0,11,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Preschool,>75% and <=85% of SMI,0.0,2,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Preschool,>85% of SMI,0.0,11,8,8.0,0.0
School District,5300840.0,Cape Flattery School District,School Age,<=60% of SMI,0.0,248,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,School Age,>60% and <=75% of SMI,0.0,26,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,School Age,>75% and <=85% of SMI,0.0,14,1,1.0,0.0
School District,5300840.0,Cape Flattery School District,School Age,>85% of SMI,0.0,43,3,3.0,0.0
School District,5300840.0,Cape Flattery School District,Toddler,<=60% of SMI,0.0,46,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Toddler,>60% and <=75% of SMI,0.0,5,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Toddler,>75% and <=85% of SMI,0.0,3,0,0.0,0.0
School District,5300840.0,Cape Flattery School District,Toddler,>85% of SMI,0.0,13,8,8.0,0.0
School District,5300870.0,Carbonado School District,Infant,<=60% of SMI,0.0,4,0,0.0,0.0
School District,5300870.0,Carbonado School District,Infant,>60% and <=75% of SMI,0.0,1,0,0.0,0.0
School District,5300870.0,Carbonado School District,Infant,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300870.0,Carbonado School District,Infant,>85% of SMI,0.0,7,0,0.0,0.0
School District,5300870.0,Carbonado School District,Preschool,<=60% of SMI,0.0,8,0,0.0,0.0
School District,5300870.0,Carbonado School District,Preschool,>60% and <=75% of SMI,0.0,3,0,0.0,0.0
School District,5300870.0,Carbonado School District,Preschool,>85% of SMI,0.0,15,0,0.0,0.0
School District,5300870.0,Carbonado School District,School Age,<=60% of SMI,0.0,29,0,0.0,0.0
School District,5300870.0,Carbonado School District,School Age,>60% and <=75% of SMI,0.0,11,0,0.0,0.0
School District,5300870.0,Carbonado School District,School Age,>75% and <=85% of SMI,0.0,11,0,0.0,0.0
School District,5300870.0,Carbonado School District,School Age,>85% of SMI,0.0,62,0,0.0,0.0
School District,5300870.0,Carbonado School District,Toddler,<=60% of SMI,0.0,5,0,0.0,0.0
School District,5300870.0,Carbonado School District,Toddler,>60% and <=75% of SMI,0.0,3,0,0.0,0.0
School District,5300870.0,Carbonado School District,Toddler,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5300870.0,Carbonado School District,Toddler,>85% of SMI,0.0,15,0,0.0,0.0
School District,5300950.0,Cascade School District,Infant,<=60% of SMI,0.0,39,0,0.0,0.0
School District,5300950.0,Cascade School District,Infant,>60% and <=75% of SMI,0.0,4,0,0.0,0.0
School District,5300950.0,Cascade School District,Infant,>75% and <=85% of SMI,0.0,3,0,0.0,0.0
School District,5300950.0,Cascade School District,Infant,>85% of SMI,0.0,70,1,1.0,0.0
School District,5300950.0,Cascade School District,Preschool,<=60% of SMI,17.0,64,0,17.0,0.209876543209876
School District,5300950.0,Cascade School District,Preschool,>60% and <=75% of SMI,0.0,17,0,0.0,0.0
School District,5300950.0,Cascade School District,Preschool,>75% and <=85% of SMI,0.0,5,3,3.0,0.0
School District,5300950.0,Cascade School District,Preschool,>85% of SMI,0.0,108,26,26.0,0.0
School District,5300950.0,Cascade School District,School Age,<=60% of SMI,0.0,480,0,0.0,0.0
School District,5300950.0,Cascade School District,School Age,>60% and <=75% of SMI,0.0,69,0,0.0,0.0
School District,5300950.0,Cascade School District,School Age,>75% and <=85% of SMI,0.0,30,3,3.0,0.0
School District,5300950.0,Cascade School District,School Age,>85% of SMI,0.0,326,56,56.0,0.0
School District,5300950.0,Cascade School District,Toddler,<=60% of SMI,0.0,66,0,0.0,0.0
School District,5300950.0,Cascade School District,Toddler,>60% and <=75% of SMI,0.0,18,0,0.0,0.0
School District,5300950.0,Cascade School District,Toddler,>75% and <=85% of SMI,0.0,6,0,0.0,0.0
School District,5300950.0,Cascade School District,Toddler,>85% of SMI,0.0,122,12,12.0,0.0
School District,5300990.0,Castle Rock School District,Infant,<=60% of SMI,0.0,61,0,0.0,0.0
School District,5300990.0,Castle Rock School District,Infant,>60% and <=75% of SMI,0.0,23,0,0.0,0.0
School District,5300990.0,Castle Rock School District,Infant,>75% and <=85% of SMI,0.0,0,3,3.0,0.0
School District,5300990.0,Castle Rock School District,Infant,>85% of SMI,0.0,24,6,6.0,0.0
School District,5300990.0,Castle Rock School District,Preschool,<=60% of SMI,29.0,103,0,29.0,0.219696969696969
School District,5300990.0,Castle Rock School District,Preschool,>60% and <=75% of SMI,0.0,57,0,0.0,0.0
School District,5300990.0,Castle Rock School District,Preschool,>75% and <=85% of SMI,0.0,3,6,6.0,0.0
School District,5300990.0,Castle Rock School District,Preschool,>85% of SMI,0.0,42,24,24.0,0.0
School District,5300990.0,Castle Rock School District,School Age,<=60% of SMI,18.0,376,0,18.0,0.045685279187817
School District,5300990.0,Castle Rock School District,School Age,>60% and <=75% of SMI,0.0,127,0,0.0,0.0
School District,5300990.0,Castle Rock School District,School Age,>75% and <=85% of SMI,0.0,40,2,2.0,0.0
School District,5300990.0,Castle Rock School District,School Age,>85% of SMI,0.0,278,8,8.0,0.0
School District,5300990.0,Castle Rock School District,Toddler,<=60% of SMI,0.0,110,0,0.0,0.0
School District,5300990.0,Castle Rock School District,Toddler,>60% and <=75% of SMI,0.0,51,0,0.0,0.0
School District,5300990.0,Castle Rock School District,Toddler,>75% and <=85% of SMI,0.0,6,1,1.0,0.0
School District,5300990.0,Castle Rock School District,Toddler,>85% of SMI,0.0,49,12,12.0,0.0
School District,5301050.0,Centerville School District,Infant,<=60% of SMI,0.0,5,0,0.0,0.0
School District,5301050.0,Centerville School District,Infant,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5301050.0,Centerville School District,Infant,>85% of SMI,0.0,1,0,0.0,0.0
School District,5301050.0,Centerville School District,Preschool,<=60% of SMI,0.0,8,0,0.0,0.0
School District,5301050.0,Centerville School District,Preschool,>60% and <=75% of SMI,0.0,1,0,0.0,0.0
School District,5301050.0,Centerville School District,Preschool,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
School District,5301050.0,Centerville School District,Preschool,>85% of SMI,0.0,0,1,1.0,0.0
School District,5301050.0,Centerville School District,School Age,<=60% of SMI,0.0,57,0,0.0,0.0
School District,5301050.0,Centerville School District,School Age,>60% and <=75% of SMI,0.0,5,0,0.0,0.0
School District,5301050.0,Centerville School District,School Age,>75% and <=85% of SMI,0.0,2,0,0.0,0.0
School District,5301050.0,Centerville School District,School Age,>85% of SMI,0.0,18,0,0.0,0.0
School District,5301050.0,Centerville School District,Toddler,<=60% of SMI,0.0,4,0,0.0,0.0
School District,5301050.0,Centerville School District,Toddler,>85% of SMI,0.0,2,0,0.0,0.0
School District,5301080.0,Central Kitsap School District,Infant,<=60% of SMI,15.0,330,0,15.0,0.043478260869565
School District,5301080.0,Central Kitsap School District,Infant,>60% and <=75% of SMI,0.0,149,0,0.0,0.0
School District,5301080.0,Central Kitsap School District,Infant,>75% and <=85% of SMI,0.0,60,6,6.0,0.0
School District,5301080.0,Central Kitsap School District,Infant,>85% of SMI,0.0,313,70,70.0,0.0
School District,5301080.0,Central Kitsap School District,Preschool,<=60% of SMI,151.0,552,0,151.0,0.21479374110953
School District,5301080.0,Central Kitsap School District,Preschool,>60% and <=75% of SMI,0.0,313,1,0.0,0.0
School District,5301080.0,Central Kitsap School District,Preschool,>75% and <=85% of SMI,0.0,125,38,0.0,0.0
School District,5301080.0,Central Kitsap School District,Preschool,>85% of SMI,0.0,553,216,216.0,0.0
School District,5301080.0,Central Kitsap School District,School Age,<=60% of SMI,32.0,2198,0,32.0,0.014349775784753
School District,5301080.0,Central Kitsap School District,School Age,>60% and <=75% of SMI,0.0,1053,0,0.0,0.0
School District,5301080.0,Central Kitsap School District,School Age,>75% and <=85% of SMI,0.0,328,95,95.0,0.0
School District,5301080.0,Central Kitsap School District,School Age,>85% of SMI,0.0,2240,611,0.0,0.0
School District,5301080.0,Central Kitsap School District,Toddler,<=60% of SMI,51.0,567,0,51.0,0.08252427184466
School District,5301080.0,Central Kitsap School District,Toddler,>60% and <=75% of SMI,0.0,332,0,0.0,0.0
School District,5301080.0,Central Kitsap School District,Toddler,>75% and <=85% of SMI,0.0,111,34,34.0,0.0
School District,5301080.0,Central Kitsap School District,Toddler,>85% of SMI,0.0,571,174,174.0,0.0
School District,5301110.0,Central Valley School District,Infant,<=60% of SMI,16.0,549,0,16.0,0.028318584070796
School District,5301110.0,Central Valley School District,Infant,>60% and <=75% of SMI,0.0,112,0,0.0,0.0
School District,5301110.0,Central Valley School District,Infant,>75% and <=85% of SMI,0.0,45,15,15.0,0.0
School District,5301110.0,Central Valley School District,Infant,>85% of SMI,0.0,335,92,92.0,0.0
School District,5301110.0,Central Valley School District,Preschool,<=60% of SMI,447.0,684,0,447.0,0.395225464190981
School District,5301110.0,Central Valley School District,Preschool,>60% and <=75% of SMI,17.0,264,0,17.0,0.060498220640569
School District,5301110.0,Central Valley School District,Preschool,>75% and <=85% of SMI,0.0,68,48,0.0,0.0
School District,5301110.0,Central Valley School District,Preschool,>85% of SMI,25.0,600,286,311.0,0.027442371020856
School District,5301110.0,Central Valley School District,School Age,<=60% of SMI,205.0,4456,0,205.0,0.043981978116284
School District,5301110.0,Central Valley School District,School Age,>60% and <=75% of SMI,0.0,1212,0,0.0,0.0
School District,5301110.0,Central Valley School District,School Age,>75% and <=85% of SMI,0.0,491,105,105.0,0.0
School District,5301110.0,Central Valley School District,School Age,>85% of SMI,0.0,3345,440,440.0,0.0
School District,5301110.0,Central Valley School District,Toddler,<=60% of SMI,110.0,979,0,110.0,0.101010101010101
School District,5301110.0,Central Valley School District,Toddler,>60% and <=75% of SMI,0.0,256,0,0.0,0.0
School District,5301110.0,Central Valley School District,Toddler,>75% and <=85% of SMI,0.0,77,43,43.0,0.0
School District,5301110.0,Central Valley School District,Toddler,>85% of SMI,0.0,628,217,0.0,0.0
School District,5301140.0,Centralia School District,Infant,<=60% of SMI,0.0,216,0,0.0,0.0
School District,5301140.0,Centralia School District,Infant,>60% and <=75% of SMI,0.0,44,0,0.0,0.0
School District,5301140.0,Centralia School District,Infant,>75% and <=85% of SMI,0.0,4,4,4.0,0.0
School District,5301140.0,Centralia School District,Infant,>85% of SMI,0.0,22,5,5.0,0.0
School District,5301140.0,Centralia School District,Preschool,<=60% of SMI,220.0,269,0,220.0,0.449897750511247
School District,5301140.0,Centralia School District,Preschool,>60% and <=75% of SMI,0.0,74,0,0.0,0.0
School District,5301140.0,Centralia School District,Preschool,>75% and <=85% of SMI,0.0,5,19,19.0,0.0
School District,5301140.0,Centralia School District,Preschool,>85% of SMI,0.0,19,32,0.0,0.0
School District,5301140.0,Centralia School District,School Age,<=60% of SMI,70.0,1468,0,70.0,0.045513654096229
School District,5301140.0,Centralia School District,School Age,>60% and <=75% of SMI,0.0,297,0,0.0,0.0
School District,5301140.0,Centralia School District,School Age,>75% and <=85% of SMI,0.0,80,29,29.0,0.0
School District,5301140.0,Centralia School District,School Age,>85% of SMI,0.0,296,82,82.0,0.0
School District,5301140.0,Centralia School District,Toddler,<=60% of SMI,56.0,388,0,56.0,0.126126126126126
School District,5301140.0,Centralia School District,Toddler,>60% and <=75% of SMI,0.0,82,0,0.0,0.0
School District,5301140.0,Centralia School District,Toddler,>75% and <=85% of SMI,0.0,10,14,14.0,0.0
School District,5301140.0,Centralia School District,Toddler,>85% of SMI,0.0,18,32,32.0,0.0
School District,5301170.0,Chehalis School District,Infant,<=60% of SMI,0.0,91,0,0.0,0.0
School District,5301170.0,Chehalis School District,Infant,>60% and <=75% of SMI,0.0,26,0,0.0,0.0
School District,5301170.0,Chehalis School District,Infant,>75% and <=85% of SMI,0.0,14,1,1.0,0.0
School District,5301170.0,Chehalis School District,Infant,>85% of SMI,0.0,26,8,8.0,0.0
School District,5301170.0,Chehalis School District,Preschool,<=60% of SMI,59.0,142,0,59.0,0.293532338308457
School District,5301170.0,Chehalis School District,Preschool,>60% and <=75% of SMI,0.0,70,0,0.0,0.0
School District,5301170.0,Chehalis School District,Preschool,>75% and <=85% of SMI,0.0,13,11,11.0,0.0
School District,5301170.0,Chehalis School District,Preschool,>85% of SMI,0.0,34,33,33.0,0.0
School District,5301170.0,Chehalis School District,School Age,<=60% of SMI,23.0,738,0,23.0,0.030223390275953
School District,5301170.0,Chehalis School District,School Age,>60% and <=75% of SMI,0.0,169,0,0.0,0.0
School District,5301170.0,Chehalis School District,School Age,>75% and <=85% of SMI,0.0,105,16,16.0,0.0
School District,5301170.0,Chehalis School District,School Age,>85% of SMI,0.0,338,76,76.0,0.0
School District,5301170.0,Chehalis School District,Toddler,<=60% of SMI,16.0,184,0,16.0,0.08
