geo_unit,geo_id,geo_name,age_group,smi_bracket,subsidy,unserved_estimate,private_pay_estimate,served_est,percent
County,53001.0,Adams County,Infant,<=60% of SMI,15.0,275,0,15.0,0.051724137931034
County,53001.0,Adams County,Infant,>60% and <=75% of SMI,0.0,24,0,0.0,0.0
County,53001.0,Adams County,Infant,>75% and <=85% of SMI,0.0,8,3,3.0,0.0
County,53001.0,Adams County,Infant,>85% of SMI,0.0,22,14,14.0,0.0
County,53001.0,Adams County,Preschool,<=60% of SMI,185.0,433,0,185.0,0.299352750809061
County,53001.0,Adams County,Preschool,>60% and <=75% of SMI,0.0,35,0,0.0,0.0
County,53001.0,Adams County,Preschool,>75% and <=85% of SMI,0.0,14,8,0.0,0.0
County,53001.0,Adams County,Preschool,>85% of SMI,0.0,50,30,0.0,0.0
County,53001.0,Adams County,School Age,<=60% of SMI,127.0,2231,0,127.0,0.053859202714164
County,53001.0,Adams County,School Age,>60% and <=75% of SMI,0.0,324,0,0.0,0.0
County,53001.0,Adams County,School Age,>75% and <=85% of SMI,0.0,104,21,21.0,0.0
County,53001.0,Adams County,School Age,>85% of SMI,0.0,307,40,40.0,0.0
County,53001.0,Adams County,Toddler,<=60% of SMI,46.0,538,0,46.0,0.078767123287671
County,53001.0,Adams County,Toddler,>60% and <=75% of SMI,0.0,37,0,0.0,0.0
County,53001.0,Adams County,Toddler,>75% and <=85% of SMI,0.0,9,4,0.0,0.0
County,53001.0,Adams County,Toddler,>85% of SMI,0.0,46,40,40.0,0.0
County,53003.0,Asotin County,Infant,<=60% of SMI,16.0,119,0,16.0,0.118518518518518
County,53003.0,Asotin County,Infant,>60% and <=75% of SMI,0.0,32,0,0.0,0.0
County,53003.0,Asotin County,Infant,>75% and <=85% of SMI,0.0,10,8,8.0,0.0
County,53003.0,Asotin County,Infant,>85% of SMI,0.0,21,14,14.0,0.0
County,53003.0,Asotin County,Preschool,<=60% of SMI,101.0,181,0,101.0,0.358156028368794
County,53003.0,Asotin County,Preschool,>60% and <=75% of SMI,0.0,63,0,0.0,0.0
County,53003.0,Asotin County,Preschool,>75% and <=85% of SMI,0.0,8,31,31.0,0.0
County,53003.0,Asotin County,Preschool,>85% of SMI,0.0,22,50,50.0,0.0
County,53003.0,Asotin County,School Age,<=60% of SMI,50.0,1061,0,50.0,0.045004500450045
County,53003.0,Asotin County,School Age,>60% and <=75% of SMI,0.0,215,0,0.0,0.0
County,53003.0,Asotin County,School Age,>75% and <=85% of SMI,0.0,224,26,26.0,0.0
County,53003.0,Asotin County,School Age,>85% of SMI,0.0,348,57,57.0,0.0
County,53003.0,Asotin County,Toddler,<=60% of SMI,35.0,242,0,35.0,0.126353790613718
County,53003.0,Asotin County,Toddler,>60% and <=75% of SMI,0.0,53,0,0.0,0.0
County,53003.0,Asotin County,Toddler,>75% and <=85% of SMI,0.0,15,20,20.0,0.0
County,53003.0,Asotin County,Toddler,>85% of SMI,0.0,31,42,42.0,0.0
County,53005.0,Benton County,Infant,<=60% of SMI,61.0,1291,0,61.0,0.045118343195266
County,53005.0,Benton County,Infant,>60% and <=75% of SMI,0.0,373,0,0.0,0.0
County,53005.0,Benton County,Infant,>75% and <=85% of SMI,0.0,178,35,35.0,0.0
County,53005.0,Benton County,Infant,>85% of SMI,0.0,791,92,92.0,0.0
County,53005.0,Benton County,Preschool,<=60% of SMI,1112.0,1745,0,1112.0,0.389219460973048
County,53005.0,Benton County,Preschool,>60% and <=75% of SMI,10.0,779,0,10.0,0.012674271229404
County,53005.0,Benton County,Preschool,>75% and <=85% of SMI,0.0,300,144,0.0,0.0
County,53005.0,Benton County,Preschool,>85% of SMI,0.0,1483,385,0.0,0.0
County,53005.0,Benton County,School Age,<=60% of SMI,711.0,10981,0,711.0,0.060810810810811
County,53005.0,Benton County,School Age,>60% and <=75% of SMI,0.0,2629,0,0.0,0.0
County,53005.0,Benton County,School Age,>75% and <=85% of SMI,0.0,1348,313,313.0,0.0
County,53005.0,Benton County,School Age,>85% of SMI,0.0,6933,1292,0.0,0.0
County,53005.0,Benton County,Toddler,<=60% of SMI,295.0,2425,0,295.0,0.108455882352941
County,53005.0,Benton County,Toddler,>60% and <=75% of SMI,0.0,756,0,0.0,0.0
County,53005.0,Benton County,Toddler,>75% and <=85% of SMI,0.0,313,95,0.0,0.0
County,53005.0,Benton County,Toddler,>85% of SMI,0.0,1471,291,291.0,0.0
County,53007.0,Chelan County,Infant,<=60% of SMI,31.0,531,0,31.0,0.055160142348754
County,53007.0,Chelan County,Infant,>60% and <=75% of SMI,0.0,110,0,0.0,0.0
County,53007.0,Chelan County,Infant,>75% and <=85% of SMI,0.0,31,19,19.0,0.0
County,53007.0,Chelan County,Infant,>85% of SMI,0.0,171,50,50.0,0.0
County,53007.0,Chelan County,Preschool,<=60% of SMI,349.0,861,0,349.0,0.288429752066115
County,53007.0,Chelan County,Preschool,>60% and <=75% of SMI,0.0,218,0,0.0,0.0
County,53007.0,Chelan County,Preschool,>75% and <=85% of SMI,0.0,49,38,0.0,0.0
County,53007.0,Chelan County,Preschool,>85% of SMI,0.0,288,187,0.0,0.0
County,53007.0,Chelan County,School Age,<=60% of SMI,324.0,4153,0,324.0,0.072369890551709
County,53007.0,Chelan County,School Age,>60% and <=75% of SMI,0.0,791,1,0.0,0.0
County,53007.0,Chelan County,School Age,>75% and <=85% of SMI,0.0,264,108,108.0,0.0
County,53007.0,Chelan County,School Age,>85% of SMI,0.0,1708,533,533.0,0.0
County,53007.0,Chelan County,Toddler,<=60% of SMI,135.0,987,0,135.0,0.120320855614973
County,53007.0,Chelan County,Toddler,>60% and <=75% of SMI,0.0,230,1,0.0,0.0
County,53007.0,Chelan County,Toddler,>75% and <=85% of SMI,0.0,51,34,34.0,0.0
County,53007.0,Chelan County,Toddler,>85% of SMI,0.0,292,155,0.0,0.0
County,53009.0,Clallam County,Infant,<=60% of SMI,19.0,393,0,19.0,0.046116504854369
County,53009.0,Clallam County,Infant,>60% and <=75% of SMI,0.0,81,0,0.0,0.0
County,53009.0,Clallam County,Infant,>75% and <=85% of SMI,0.0,23,9,9.0,0.0
County,53009.0,Clallam County,Infant,>85% of SMI,0.0,112,40,40.0,0.0
County,53009.0,Clallam County,Preschool,<=60% of SMI,337.0,555,0,337.0,0.377802690582959
County,53009.0,Clallam County,Preschool,>60% and <=75% of SMI,0.0,157,0,0.0,0.0
County,53009.0,Clallam County,Preschool,>75% and <=85% of SMI,0.0,32,38,38.0,0.0
County,53009.0,Clallam County,Preschool,>85% of SMI,0.0,155,148,0.0,0.0
County,53009.0,Clallam County,School Age,<=60% of SMI,118.0,3320,0,118.0,0.034322280395579
County,53009.0,Clallam County,School Age,>60% and <=75% of SMI,0.0,537,0,0.0,0.0
County,53009.0,Clallam County,School Age,>75% and <=85% of SMI,0.0,207,30,30.0,0.0
County,53009.0,Clallam County,School Age,>85% of SMI,0.0,1129,197,197.0,0.0
County,53009.0,Clallam County,Toddler,<=60% of SMI,93.0,720,0,93.0,0.114391143911439
County,53009.0,Clallam County,Toddler,>60% and <=75% of SMI,0.0,176,0,0.0,0.0
County,53009.0,Clallam County,Toddler,>75% and <=85% of SMI,0.0,45,23,23.0,0.0
County,53009.0,Clallam County,Toddler,>85% of SMI,0.0,171,127,127.0,0.0
County,53011.0,Clark County,Infant,<=60% of SMI,104.0,2516,0,104.0,0.03969465648855
County,53011.0,Clark County,Infant,>60% and <=75% of SMI,0.0,705,0,0.0,0.0
County,53011.0,Clark County,Infant,>75% and <=85% of SMI,0.0,290,55,55.0,0.0
County,53011.0,Clark County,Infant,>85% of SMI,0.0,1841,319,319.0,0.0
County,53011.0,Clark County,Preschool,<=60% of SMI,1606.0,3919,0,1606.0,0.290678733031674
County,53011.0,Clark County,Preschool,>60% and <=75% of SMI,21.0,1474,0,21.0,0.014046822742475
County,53011.0,Clark County,Preschool,>75% and <=85% of SMI,11.0,501,265,276.0,0.014157014157014
County,53011.0,Clark County,Preschool,>85% of SMI,18.0,3190,1340,1358.0,0.003957783641161
County,53011.0,Clark County,School Age,<=60% of SMI,821.0,19856,0,821.0,0.039705953474875
County,53011.0,Clark County,School Age,>60% and <=75% of SMI,0.0,6566,0,0.0,0.0
County,53011.0,Clark County,School Age,>75% and <=85% of SMI,0.0,3439,374,374.0,0.0
County,53011.0,Clark County,School Age,>85% of SMI,0.0,17426,1747,0.0,0.0
County,53011.0,Clark County,Toddler,<=60% of SMI,503.0,4693,0,503.0,0.096805234795997
County,53011.0,Clark County,Toddler,>60% and <=75% of SMI,13.0,1407,0,13.0,0.009154929577465
County,53011.0,Clark County,Toddler,>75% and <=85% of SMI,0.0,557,202,0.0,0.0
County,53011.0,Clark County,Toddler,>85% of SMI,0.0,3278,1006,1006.0,0.0
County,53013.0,Columbia County,Infant,<=60% of SMI,0.0,13,0,0.0,0.0
County,53013.0,Columbia County,Infant,>60% and <=75% of SMI,0.0,4,0,0.0,0.0
County,53013.0,Columbia County,Infant,>85% of SMI,0.0,14,2,2.0,0.0
County,53013.0,Columbia County,Preschool,<=60% of SMI,15.0,22,0,15.0,0.405405405405405
County,53013.0,Columbia County,Preschool,>60% and <=75% of SMI,0.0,14,0,0.0,0.0
County,53013.0,Columbia County,Preschool,>85% of SMI,0.0,25,7,7.0,0.0
County,53013.0,Columbia County,School Age,<=60% of SMI,0.0,126,0,0.0,0.0
County,53013.0,Columbia County,School Age,>60% and <=75% of SMI,0.0,72,0,0.0,0.0
County,53013.0,Columbia County,School Age,>75% and <=85% of SMI,0.0,45,0,0.0,0.0
County,53013.0,Columbia County,School Age,>85% of SMI,0.0,69,5,5.0,0.0
County,53013.0,Columbia County,Toddler,<=60% of SMI,0.0,25,0,0.0,0.0
County,53013.0,Columbia County,Toddler,>60% and <=75% of SMI,0.0,5,0,0.0,0.0
County,53013.0,Columbia County,Toddler,>75% and <=85% of SMI,0.0,2,0,0.0,0.0
County,53013.0,Columbia County,Toddler,>85% of SMI,0.0,29,3,3.0,0.0
County,53015.0,Cowlitz County,Infant,<=60% of SMI,38.0,673,0,38.0,0.053445850914205
County,53015.0,Cowlitz County,Infant,>60% and <=75% of SMI,0.0,150,0,0.0,0.0
County,53015.0,Cowlitz County,Infant,>75% and <=85% of SMI,0.0,56,23,23.0,0.0
County,53015.0,Cowlitz County,Infant,>85% of SMI,0.0,225,57,57.0,0.0
County,53015.0,Cowlitz County,Preschool,<=60% of SMI,529.0,988,0,529.0,0.348714568226763
County,53015.0,Cowlitz County,Preschool,>60% and <=75% of SMI,0.0,326,0,0.0,0.0
County,53015.0,Cowlitz County,Preschool,>75% and <=85% of SMI,0.0,65,93,0.0,0.0
County,53015.0,Cowlitz County,Preschool,>85% of SMI,0.0,286,315,0.0,0.0
County,53015.0,Cowlitz County,School Age,<=60% of SMI,242.0,5104,0,242.0,0.045267489711934
County,53015.0,Cowlitz County,School Age,>60% and <=75% of SMI,0.0,1216,0,0.0,0.0
County,53015.0,Cowlitz County,School Age,>75% and <=85% of SMI,0.0,569,67,67.0,0.0
County,53015.0,Cowlitz County,School Age,>85% of SMI,0.0,2692,363,363.0,0.0
County,53015.0,Cowlitz County,Toddler,<=60% of SMI,149.0,1258,0,149.0,0.105899076048329
County,53015.0,Cowlitz County,Toddler,>60% and <=75% of SMI,0.0,328,0,0.0,0.0
County,53015.0,Cowlitz County,Toddler,>75% and <=85% of SMI,0.0,107,51,51.0,0.0
County,53015.0,Cowlitz County,Toddler,>85% of SMI,0.0,372,178,178.0,0.0
County,53017.0,Douglas County,Infant,<=60% of SMI,16.0,312,0,16.0,0.048780487804878
County,53017.0,Douglas County,Infant,>60% and <=75% of SMI,0.0,70,0,0.0,0.0
County,53017.0,Douglas County,Infant,>75% and <=85% of SMI,0.0,25,5,5.0,0.0
County,53017.0,Douglas County,Infant,>85% of SMI,0.0,80,18,18.0,0.0
County,53017.0,Douglas County,Preschool,<=60% of SMI,251.0,449,0,251.0,0.358571428571428
County,53017.0,Douglas County,Preschool,>60% and <=75% of SMI,0.0,131,0,0.0,0.0
County,53017.0,Douglas County,Preschool,>75% and <=85% of SMI,0.0,59,22,22.0,0.0
County,53017.0,Douglas County,Preschool,>85% of SMI,0.0,123,74,74.0,0.0
County,53017.0,Douglas County,School Age,<=60% of SMI,200.0,2912,0,200.0,0.06426735218509
County,53017.0,Douglas County,School Age,>60% and <=75% of SMI,0.0,580,0,0.0,0.0
County,53017.0,Douglas County,School Age,>75% and <=85% of SMI,0.0,130,34,0.0,0.0
County,53017.0,Douglas County,School Age,>85% of SMI,0.0,1166,228,228.0,0.0
County,53017.0,Douglas County,Toddler,<=60% of SMI,101.0,556,0,101.0,0.15372907153729
County,53017.0,Douglas County,Toddler,>60% and <=75% of SMI,0.0,125,0,0.0,0.0
County,53017.0,Douglas County,Toddler,>75% and <=85% of SMI,0.0,47,26,0.0,0.0
County,53017.0,Douglas County,Toddler,>85% of SMI,0.0,127,69,69.0,0.0
County,53019.0,Ferry County,Infant,<=60% of SMI,0.0,44,0,0.0,0.0
County,53019.0,Ferry County,Infant,>60% and <=75% of SMI,0.0,3,0,0.0,0.0
County,53019.0,Ferry County,Infant,>75% and <=85% of SMI,0.0,0,1,1.0,0.0
County,53019.0,Ferry County,Infant,>85% of SMI,0.0,10,0,0.0,0.0
County,53019.0,Ferry County,Preschool,<=60% of SMI,29.0,56,0,29.0,0.341176470588235
County,53019.0,Ferry County,Preschool,>60% and <=75% of SMI,0.0,19,0,0.0,0.0
County,53019.0,Ferry County,Preschool,>75% and <=85% of SMI,0.0,1,1,1.0,0.0
County,53019.0,Ferry County,Preschool,>85% of SMI,0.0,15,7,7.0,0.0
County,53019.0,Ferry County,School Age,<=60% of SMI,0.0,353,0,0.0,0.0
County,53019.0,Ferry County,School Age,>60% and <=75% of SMI,0.0,33,0,0.0,0.0
County,53019.0,Ferry County,School Age,>75% and <=85% of SMI,0.0,23,0,0.0,0.0
County,53019.0,Ferry County,School Age,>85% of SMI,0.0,127,1,1.0,0.0
County,53019.0,Ferry County,Toddler,<=60% of SMI,0.0,80,0,0.0,0.0
County,53019.0,Ferry County,Toddler,>60% and <=75% of SMI,0.0,12,0,0.0,0.0
County,53019.0,Ferry County,Toddler,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
County,53019.0,Ferry County,Toddler,>85% of SMI,0.0,20,2,2.0,0.0
County,53021.0,Franklin County,Infant,<=60% of SMI,55.0,870,0,55.0,0.059459459459459
County,53021.0,Franklin County,Infant,>60% and <=75% of SMI,0.0,212,0,0.0,0.0
County,53021.0,Franklin County,Infant,>75% and <=85% of SMI,0.0,76,24,24.0,0.0
County,53021.0,Franklin County,Infant,>85% of SMI,0.0,294,82,82.0,0.0
County,53021.0,Franklin County,Preschool,<=60% of SMI,614.0,1364,0,614.0,0.310414560161779
County,53021.0,Franklin County,Preschool,>60% and <=75% of SMI,10.0,393,0,10.0,0.024813895781638
County,53021.0,Franklin County,Preschool,>75% and <=85% of SMI,0.0,132,82,82.0,0.0
County,53021.0,Franklin County,Preschool,>85% of SMI,0.0,474,342,0.0,0.0
County,53021.0,Franklin County,School Age,<=60% of SMI,391.0,6776,0,391.0,0.05455560206502
County,53021.0,Franklin County,School Age,>60% and <=75% of SMI,0.0,1408,0,0.0,0.0
County,53021.0,Franklin County,School Age,>75% and <=85% of SMI,0.0,616,175,175.0,0.0
County,53021.0,Franklin County,School Age,>85% of SMI,0.0,2740,690,0.0,0.0
County,53021.0,Franklin County,Toddler,<=60% of SMI,193.0,1677,0,193.0,0.103208556149732
County,53021.0,Franklin County,Toddler,>60% and <=75% of SMI,0.0,380,0,0.0,0.0
County,53021.0,Franklin County,Toddler,>75% and <=85% of SMI,0.0,149,47,47.0,0.0
County,53021.0,Franklin County,Toddler,>85% of SMI,0.0,526,248,248.0,0.0
County,53023.0,Garfield County,Infant,<=60% of SMI,0.0,9,0,0.0,0.0
County,53023.0,Garfield County,Infant,>60% and <=75% of SMI,0.0,5,0,0.0,0.0
County,53023.0,Garfield County,Infant,>75% and <=85% of SMI,0.0,2,0,0.0,0.0
County,53023.0,Garfield County,Infant,>85% of SMI,0.0,3,0,0.0,0.0
County,53023.0,Garfield County,Preschool,<=60% of SMI,0.0,19,0,0.0,0.0
County,53023.0,Garfield County,Preschool,>60% and <=75% of SMI,0.0,12,0,0.0,0.0
County,53023.0,Garfield County,Preschool,>75% and <=85% of SMI,0.0,1,1,1.0,0.0
County,53023.0,Garfield County,Preschool,>85% of SMI,0.0,3,3,3.0,0.0
County,53023.0,Garfield County,School Age,<=60% of SMI,0.0,103,0,0.0,0.0
County,53023.0,Garfield County,School Age,>60% and <=75% of SMI,0.0,29,0,0.0,0.0
County,53023.0,Garfield County,School Age,>75% and <=85% of SMI,0.0,7,0,0.0,0.0
County,53023.0,Garfield County,School Age,>85% of SMI,0.0,26,3,3.0,0.0
County,53023.0,Garfield County,Toddler,<=60% of SMI,0.0,21,0,0.0,0.0
County,53023.0,Garfield County,Toddler,>60% and <=75% of SMI,0.0,7,0,0.0,0.0
County,53023.0,Garfield County,Toddler,>75% and <=85% of SMI,0.0,1,0,0.0,0.0
County,53023.0,Garfield County,Toddler,>85% of SMI,0.0,7,1,1.0,0.0
County,53025.0,Grant County,Infant,<=60% of SMI,67.0,915,0,67.0,0.068228105906314
County,53025.0,Grant County,Infant,>60% and <=75% of SMI,0.0,213,0,0.0,0.0
County,53025.0,Grant County,Infant,>75% and <=85% of SMI,0.0,47,43,43.0,0.0
County,53025.0,Grant County,Infant,>85% of SMI,0.0,126,83,83.0,0.0
County,53025.0,Grant County,Preschool,<=60% of SMI,674.0,1401,0,674.0,0.324819277108433
County,53025.0,Grant County,Preschool,>60% and <=75% of SMI,11.0,438,0,11.0,0.024498886414254
County,53025.0,Grant County,Preschool,>75% and <=85% of SMI,0.0,91,119,0.0,0.0
County,53025.0,Grant County,Preschool,>85% of SMI,0.0,230,207,0.0,0.0
County,53025.0,Grant County,School Age,<=60% of SMI,506.0,7723,0,506.0,0.061489852959047
County,53025.0,Grant County,School Age,>60% and <=75% of SMI,0.0,1735,0,0.0,0.0
County,53025.0,Grant County,School Age,>75% and <=85% of SMI,0.0,713,157,0.0,0.0
County,53025.0,Grant County,School Age,>85% of SMI,0.0,1943,311,311.0,0.0
County,53025.0,Grant County,Toddler,<=60% of SMI,300.0,1665,0,300.0,0.15267175572519
County,53025.0,Grant County,Toddler,>60% and <=75% of SMI,0.0,410,0,0.0,0.0
County,53025.0,Grant County,Toddler,>75% and <=85% of SMI,0.0,84,114,0.0,0.0
County,53025.0,Grant County,Toddler,>85% of SMI,0.0,217,193,0.0,0.0
County,53027.0,Grays Harbor County,Infant,<=60% of SMI,18.0,486,0,18.0,0.035714285714286
County,53027.0,Grays Harbor County,Infant,>60% and <=75% of SMI,0.0,65,0,0.0,0.0
County,53027.0,Grays Harbor County,Infant,>75% and <=85% of SMI,0.0,22,7,0.0,0.0
County,53027.0,Grays Harbor County,Infant,>85% of SMI,0.0,105,28,28.0,0.0
County,53027.0,Grays Harbor County,Preschool,<=60% of SMI,466.0,567,0,466.0,0.451113262342691
County,53027.0,Grays Harbor County,Preschool,>60% and <=75% of SMI,0.0,154,0,0.0,0.0
County,53027.0,Grays Harbor County,Preschool,>75% and <=85% of SMI,0.0,52,33,0.0,0.0
County,53027.0,Grays Harbor County,Preschool,>85% of SMI,0.0,125,122,0.0,0.0
County,53027.0,Grays Harbor County,School Age,<=60% of SMI,160.0,3914,0,160.0,0.039273441335297
County,53027.0,Grays Harbor County,School Age,>60% and <=75% of SMI,0.0,878,0,0.0,0.0
County,53027.0,Grays Harbor County,School Age,>75% and <=85% of SMI,0.0,492,48,0.0,0.0
County,53027.0,Grays Harbor County,School Age,>85% of SMI,0.0,1252,155,155.0,0.0
County,53027.0,Grays Harbor County,Toddler,<=60% of SMI,98.0,893,0,98.0,0.098890010090817
County,53027.0,Grays Harbor County,Toddler,>60% and <=75% of SMI,0.0,150,0,0.0,0.0
County,53027.0,Grays Harbor County,Toddler,>75% and <=85% of SMI,0.0,55,29,0.0,0.0
County,53027.0,Grays Harbor County,Toddler,>85% of SMI,0.0,151,86,86.0,0.0
County,53029.0,Island County,Infant,<=60% of SMI,0.0,461,0,0.0,0.0
County,53029.0,Island County,Infant,>60% and <=75% of SMI,0.0,124,0,0.0,0.0
County,53029.0,Island County,Infant,>75% and <=85% of SMI,0.0,61,6,6.0,0.0
County,53029.0,Island County,Infant,>85% of SMI,0.0,229,10,10.0,0.0
County,53029.0,Island County,Preschool,<=60% of SMI,168.0,807,0,168.0,0.172307692307692
County,53029.0,Island County,Preschool,>60% and <=75% of SMI,0.0,290,1,0.0,0.0
County,53029.0,Island County,Preschool,>75% and <=85% of SMI,0.0,109,45,0.0,0.0
County,53029.0,Island County,Preschool,>85% of SMI,0.0,402,99,0.0,0.0
County,53029.0,Island County,School Age,<=60% of SMI,59.0,3308,0,59.0,0.017523017523018
County,53029.0,Island County,School Age,>60% and <=75% of SMI,0.0,1010,0,0.0,0.0
County,53029.0,Island County,School Age,>75% and <=85% of SMI,0.0,394,57,57.0,0.0
County,53029.0,Island County,School Age,>85% of SMI,0.0,1770,214,214.0,0.0
County,53029.0,Island County,Toddler,<=60% of SMI,42.0,869,0,42.0,0.046103183315038
County,53029.0,Island County,Toddler,>60% and <=75% of SMI,0.0,264,0,0.0,0.0
County,53029.0,Island County,Toddler,>75% and <=85% of SMI,0.0,118,29,29.0,0.0
County,53029.0,Island County,Toddler,>85% of SMI,0.0,368,108,108.0,0.0
County,53031.0,Jefferson County,Infant,<=60% of SMI,0.0,91,0,0.0,0.0
County,53031.0,Jefferson County,Infant,>60% and <=75% of SMI,0.0,16,0,0.0,0.0
County,53031.0,Jefferson County,Infant,>75% and <=85% of SMI,0.0,12,0,0.0,0.0
County,53031.0,Jefferson County,Infant,>85% of SMI,0.0,36,7,7.0,0.0
County,53031.0,Jefferson County,Preschool,<=60% of SMI,27.0,175,0,27.0,0.133663366336633
County,53031.0,Jefferson County,Preschool,>60% and <=75% of SMI,0.0,39,0,0.0,0.0
County,53031.0,Jefferson County,Preschool,>75% and <=85% of SMI,0.0,20,7,7.0,0.0
County,53031.0,Jefferson County,Preschool,>85% of SMI,0.0,69,15,15.0,0.0
County,53031.0,Jefferson County,School Age,<=60% of SMI,18.0,1066,0,18.0,0.01660516605166
County,53031.0,Jefferson County,School Age,>60% and <=75% of SMI,0.0,231,0,0.0,0.0
County,53031.0,Jefferson County,School Age,>75% and <=85% of SMI,0.0,87,10,10.0,0.0
County,53031.0,Jefferson County,School Age,>85% of SMI,0.0,399,45,45.0,0.0
County,53031.0,Jefferson County,Toddler,<=60% of SMI,11.0,184,0,11.0,0.056410256410256
County,53031.0,Jefferson County,Toddler,>60% and <=75% of SMI,0.0,34,0,0.0,0.0
County,53031.0,Jefferson County,Toddler,>75% and <=85% of SMI,0.0,22,3,3.0,0.0
County,53031.0,Jefferson County,Toddler,>85% of SMI,0.0,67,13,13.0,0.0
County,53033.0,King County,Infant,<=60% of SMI,569.0,6824,0,569.0,0.07696469633437
County,53033.0,King County,Infant,>60% and <=75% of SMI,0.0,1935,0,0.0,0.0
County,53033.0,King County,Infant,>75% and <=85% of SMI,0.0,905,311,311.0,0.0
County,53033.0,King County,Infant,>85% of SMI,0.0,11262,3418,0.0,0.0
County,53033.0,King County,Preschool,<=60% of SMI,5797.0,9941,0,5797.0,0.368344135214131
County,53033.0,King County,Preschool,>60% and <=75% of SMI,62.0,4035,1,63.0,0.015129331381162
County,53033.0,King County,Preschool,>75% and <=85% of SMI,15.0,1422,1067,1082.0,0.005990415335463
County,53033.0,King County,Preschool,>85% of SMI,46.0,18012,13169,13215.0,0.001473084189964
County,53033.0,King County,School Age,<=60% of SMI,4411.0,52917,0,4411.0,0.076943204018978
County,53033.0,King County,School Age,>60% and <=75% of SMI,45.0,14771,2,47.0,0.003036847077878
County,53033.0,King County,School Age,>75% and <=85% of SMI,0.0,6907,2007,0.0,0.0
County,53033.0,King County,School Age,>85% of SMI,16.0,92102,23321,23337.0,0.000139
County,53033.0,King County,Toddler,<=60% of SMI,2180.0,12603,0,2180.0,0.147466684705404
County,53033.0,King County,Toddler,>60% and <=75% of SMI,18.0,3833,1,19.0,0.004672897196262
County,53033.0,King County,Toddler,>75% and <=85% of SMI,0.0,1526,789,0.0,0.0
County,53033.0,King County,Toddler,>85% of SMI,13.0,19476,10027,10040.0,0.00044
County,53035.0,Kitsap County,Infant,<=60% of SMI,51.0,1167,0,51.0,0.041871921182266
County,53035.0,Kitsap County,Infant,>60% and <=75% of SMI,0.0,372,0,0.0,0.0
County,53035.0,Kitsap County,Infant,>75% and <=85% of SMI,0.0,210,27,27.0,0.0
County,53035.0,Kitsap County,Infant,>85% of SMI,0.0,1013,146,146.0,0.0
County,53035.0,Kitsap County,Preschool,<=60% of SMI,617.0,1951,0,617.0,0.240264797507788
County,53035.0,Kitsap County,Preschool,>60% and <=75% of SMI,0.0,816,1,0.0,0.0
County,53035.0,Kitsap County,Preschool,>75% and <=85% of SMI,0.0,358,117,0.0,0.0
County,53035.0,Kitsap County,Preschool,>85% of SMI,0.0,1882,576,0.0,0.0
County,53035.0,Kitsap County,School Age,<=60% of SMI,200.0,8819,0,200.0,0.022175407473112
County,53035.0,Kitsap County,School Age,>60% and <=75% of SMI,0.0,3018,0,0.0,0.0
County,53035.0,Kitsap County,School Age,>75% and <=85% of SMI,0.0,1257,292,0.0,0.0
County,53035.0,Kitsap County,School Age,>85% of SMI,0.0,8397,1599,0.0,0.0
County,53035.0,Kitsap County,Toddler,<=60% of SMI,210.0,2145,0,210.0,0.089171974522293
County,53035.0,Kitsap County,Toddler,>60% and <=75% of SMI,0.0,830,0,0.0,0.0
County,53035.0,Kitsap County,Toddler,>75% and <=85% of SMI,0.0,397,92,92.0,0.0
County,53035.0,Kitsap County,Toddler,>85% of SMI,0.0,1831,464,0.0,0.0
County,53037.0,Kittitas County,Infant,<=60% of SMI,10.0,175,0,10.0,0.054054054054054
County,53037.0,Kittitas County,Infant,>60% and <=75% of SMI,0.0,64,0,0.0,0.0
County,53037.0,Kittitas County,Infant,>75% and <=85% of SMI,0.0,10,5,5.0,0.0
County,53037.0,Kittitas County,Infant,>85% of SMI,0.0,94,48,48.0,0.0
County,53037.0,Kittitas County,Preschool,<=60% of SMI,76.0,325,0,76.0,0.189526184538653
County,53037.0,Kittitas County,Preschool,>60% and <=75% of SMI,0.0,122,0,0.0,0.0
County,53037.0,Kittitas County,Preschool,>75% and <=85% of SMI,0.0,25,18,18.0,0.0
County,53037.0,Kittitas County,Preschool,>85% of SMI,0.0,182,120,120.0,0.0
County,53037.0,Kittitas County,School Age,<=60% of SMI,45.0,1473,0,45.0,0.029644268774704
County,53037.0,Kittitas County,School Age,>60% and <=75% of SMI,0.0,516,0,0.0,0.0
County,53037.0,Kittitas County,School Age,>75% and <=85% of SMI,0.0,237,57,57.0,0.0
County,53037.0,Kittitas County,School Age,>85% of SMI,0.0,852,251,0.0,0.0
County,53037.0,Kittitas County,Toddler,<=60% of SMI,22.0,373,0,22.0,0.055696202531646
County,53037.0,Kittitas County,Toddler,>60% and <=75% of SMI,0.0,101,0,0.0,0.0
County,53037.0,Kittitas County,Toddler,>75% and <=85% of SMI,0.0,21,12,12.0,0.0
County,53037.0,Kittitas County,Toddler,>85% of SMI,0.0,169,113,0.0,0.0
County,53039.0,Klickitat County,Infant,<=60% of SMI,0.0,90,0,0.0,0.0
County,53039.0,Klickitat County,Infant,>60% and <=75% of SMI,0.0,15,0,0.0,0.0
County,53039.0,Klickitat County,Infant,>75% and <=85% of SMI,0.0,7,1,1.0,0.0
County,53039.0,Klickitat County,Infant,>85% of SMI,0.0,59,13,13.0,0.0
